word	idx	context	definition	domain	hypernym
answer	1	his answer to any problem was to get drunk	a nonverbal reaction	0	['reaction', 'response']
iris	5	These are the most beautiful iris I 've ever seen ... so lush !	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
shift	6	So far jumping and then pressing shift while ur still close to the ground while going further away from it is finicky , maybe a rlly small zone and this could work ...	The shift key is a modifier key on a keyboard, used to type capital letters and other alternate "upper" characters.	3	['key', 'keyboard_key']
cradle	5	he was taught from the cradle never to cry	where something originated or was nurtured in its early existence	0	['beginning', 'origin', 'root', 'rootage', 'source']
americano	7	Fueled by the wonder of the black Americano , I pounded the keyboard of my laptop until my eyes burned and my wrists ached with the early signs of carpal tunnel syndrome .	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
aviation	9	Is n't it lovely ? It 's called an aviation . Steve Martin describes this cocktail in his novel Object of Beauty and I 've been obsessed with trying it for the last week .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
part	3	The first violin part in this concerto is very challenging .	the melody carried by a particular voice or instrument in polyphonic music	0	['tune', 'melody', 'air', 'strain', 'melodic_line', 'line', 'melodic_phrase']
manhattan	11	Anyone have intelligence on this one ? I 'll Take the Manhattan Mmmmm . You ca n't argue with the classics ...	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
goal	2	the winning goal came with less than a minute left to play	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	0	['content', 'cognitive_content', 'mental_object']
leg	10	After six days , we 're finally in the last leg of our cross - country trip .	a human limb; commonly used to refer to a whole limb but technically only the part of the limb between the knee and ankle	0	['limb']
roundness	11	he gave us the results in round numbers , but their roundness did n't affect the point he was making	the fullness of a tone of voice	0	['tone', 'tone_of_voice']
march	1	the march of time	a steady advance	0	['progress', 'progression', 'procession', 'advance', 'advancement', 'forward_motion', 'onward_motion']
python	4	Because managing databases in python should be as simple as reading and writing JSON files .	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
section	1	no section of the nation is more ardent than the South	a self-contained part of a larger composition (written or musical)	0	['music']
bellini	19	I walked in and promised to blog about it . The first painting I saw was a magnificent small Bellini , which blew away everything I 'd seen at the Pinocoteca . My sad little smart-phone image does n't begin to do it justice .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
virus	1	the virus of jealousy is latent in everyone	(virology) ultramicroscopic infectious agent that replicates itself only within cells of living hosts; many are pathogenic; a piece of nucleic acid (dna or rna) wrapped in a thin coat of protein	0	['infectious_agent', 'infective_agent']
pride	2	He had pride of ownership in his department .	a feeling of self-respect and personal worth	0	['feeling']
bail	4	he is out on bail	(criminal law) money that must be forfeited by the bondsman if an accused person fails to appear in court for trial	0	['recognizance', 'recognisance']
function	3	price is a function of supply and demand	a relation such that one thing is dependent on another	0	['relation']
delirium	0	Delirium is usually temporary and reverses when the problem causing it is resolved , but it can still be very frightening for people who experience it , as well as for those around them .	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
restoration	1	The restoration of this painting will take years .	the act of restoring something or someone to a satisfactory state	0	['repair', 'fix', 'fixing', 'fixture', 'mend', 'mending', 'reparation']
aviation	31	When I saw it on the menu I could barely contain my excitement given that , per the comments on my recent post , I clearly had n't experienced a proper aviation .	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
vertigo	6	I woke up Saturday morning with Vertigo , my second episode in the past 5 years . But having a 22 month old and nursing my 15 week old ... ... it seemed like a worst case scenario !	An illusion of movement, either of the external world revolving around the individual or of the individual revolving in space. Vertigo may be associated with disorders of the inner ear (ear, inner); vestibular nerve; brainstem; or cerebral cortex. Lesions in the temporal lobe and parietal lobe may be associated with focal seizures that may feature vertigo as an ictal manifestation. (From Adams et al., Principles of Neurology, 6th ed, pp300-1)	1	['neurologic_manifestation', 'vestibular_disease']
minute	4	he ran a 4 minute mile	a unit of time equal to 60 seconds or 1/60th of an hour	0	['time_unit', 'unit_of_time']
amnesia	14	Leonard , the protagonist of the story played by Guy Pearce , had anterograde amnesia .	Pathologic partial or complete loss of the ability to recall past experiences (amnesia, retrograde) or to form new memories (amnesia, anterograde). This condition may be of organic or psychologic origin. Organic forms of amnesia are usually associated with dysfunction of the diencephalon or hippocampus.	1	['neurocognitive_disorder', 'memory_disorder']
mate	3	he lost the mate to his shoe	the partner of an animal (especially a sexual partner)	0	['animal', 'animate_being', 'beast', 'brute', 'creature', 'fauna']
tier	0	tier upon tier of huge casks	one of two or more layers one atop another	0	['layer', 'bed']
release	1	the release of iodine from the thyroid gland	merchandise issued for sale or public showing (especially a record or film)	0	['merchandise', 'ware', 'product']
term	6	a healthy baby born at full term	a word or expression used for some particular thing	0	['word']
fork	10	So what is the difference between Git Clone and Git Fork ?	In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software.	3	['source_code_management_operation']
complaint	11	Do n't come too close , I 've got this nasty complaint .	an expression of grievance or resentment	0	['objection']
faddist	5	He is such a fashion faddist .	a person who subscribes to a variety of fads	0	['person', 'individual', 'someone', 'somebody', 'mortal', 'soul']
respect	18	Syngman Rhee kept imprisoned the Dowager Queen Yun Empress Sunjeong of the Korean Empire for fear of the respect the people held for her .	the condition of being honored (esteemed or respected or well regarded)	0	['honor', 'honour', 'laurels']
python	43	Because accurate knowledge of population change is vital for management and decision-making , we performed a post-hoc statistical power analysis to calculate the probability of making a type II error when interpreting our results ( falsely detecting no change in the attributes of pythons when such a change has actually occurred ) .	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
mimosa	29	I do n't know about you but mine involves a cool mango smoothie with ripe mango bits and a tall glass . Or probably a tall glass of ... Mimosa , perhaps ?	A Mimosa is a cocktail-like drink composed of one part champagne and one part thoroughly chilled citrus fruit juice, usually orange juice unless otherwise specified (e.g. , "grapefruit mimosa"). It is traditionally served in a tall champagne flute with a morning brunch as hair of the dog or to guests at weddings. It is probably named after the yellow flowers of Acacia dealbata. A Buck's Fizz is a similar cocktail, but with twice as much orange juice as champagne.	2	['cocktail']
bellini	12	That rules out otherwise classic drinks such as the Mimosa and the Bellini , and even the Kir Royale , since Creme de Cassis is a liqueur rather than a spirit .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
amygdala	0	Amygdala activations , associated with externally directed reactions to risk , are stronger in Republicans , while insula activations , associated with internally directed reactions to affective perceptions , are stronger in Democrats .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
debt	4	he is badly in debt	the state of owing something (especially money)	0	['indebtedness', 'liability', 'financial_obligation']
spray	4	The bridesmaid carried a spray of lily - of - the - valley .	a quantity of small objects flying through the air	0	['small_indefinite_quantity', 'small_indefinite_amount']
expression	8	They stared at the newcomer with a puzzled expression .	the style of expressing yourself	0	['expressive_style', 'style']
dengue	5	With that said , while Dengue is horrible , perhaps human populations should be kept in balance .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
smoking	0	smoking stinks	the act of smoking tobacco or other substances	0	['breathing', 'external_respiration', 'respiration', 'ventilation']
companion	6	His dog has been his trusted companion for the last five years .	a friend who is frequently in the company of another	0	['friend']
gospel	3	his word was gospel	a doctrine that is believed to be of great importance	0	['doctrine', 'philosophy', 'philosophical_system', 'school_of_thought', 'ism']
pickup	1	garbage pickup is on Mondays and Thursdays	anything with restorative powers	0	['corrective', 'restorative']
irony	1	the irony of Ireland 's copying the nation she most hated	witty language used to convey insults or scorn; ; ; --Jonathan Swift	0	['wit', 'humor', 'humour', 'witticism', 'wittiness']
fork	1	At Fork , we ’ re always busy at work implementing new features and fixing issues .	In software engineering, a project fork happens when developers take a copy of source code from one software package and start independent development on it, creating a distinct and separate piece of software.	3	['source_code_management_operation']
type	2	the capable type	all of the tokens of the same symbol	0	['symbol']
iris	30	Neovascularisation ( growth of new abnormal vessels ) is possible and any eye surgery , such as cataract surgery , can cause bleeding from the fragile vessels in the atrophic iris causing accumulation of blood in anterior chamber of the eye , also known as hyphema .	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
table	4	I have a temporary table containing the values and would like to update another table using those values .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
loss	0	loss of livestock left the rancher bankrupt	something that is lost	0	['transferred_property', 'transferred_possession']
setup	6	it takes time to learn the setup around here	the way something is organized or arranged	0	['manner', 'mode', 'style', 'way', 'fashion']
aviation	4	I know a great aviation accident attorney , but I can see we 're talking about a different aviation here ! If this trajectory toward white wine spritzers continues , you 'll have to rename the blog `` The Can't-Quite-Get-a-Buzz-On Baker '' ...	The Aviation is a classic cocktail made with gin, maraschino liqueur, crème de violette, and lemon juice. Some recipes omit the crème de violette. It is served straight up, in a cocktail glass.	2	['cocktail']
flagship	3	it is their flagship newspaper	the chief one of a related group	0	['thing']
bellini	7	The moniker is appropriate , because the Bellini features a pink ( often orangey-pink ) tint that ranges from faint to flamboyant , depending on how you make it ( see Notes ) .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
string	17	Before you jam out or play your love an original ballad , be sure to keep your strings maintained and in tune .	In computer programming, a string is traditionally a sequence of characters, either as a literal constant or as some kind of variable. The latter may allow its elements to be mutated and the length changed, or it may be fixed (after creation). A string is generally considered as a data type and is often implemented as an array data structure of bytes (or words) that stores a sequence of elements, typically characters, using some character encoding. String may also denote more general arrays or other sequence (or list) data types and structures.	3	['primitive_data_type']
cascade	5	separation of isotopes by a cascade of processes	a succession of stages or operations or processes or units	0	['succession']
restraint	6	he was a model of polite restraint	the act of controlling by restraining someone or something	0	['control']
class	9	How to fix a “ Java failed to load class ” when using custom Java class using JLink ?	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
amygdala	22	It is likely that many emotions evolved from aroma paleocircuits a. in subcortical nuclei ( e.g . , the paleocortex of the amygdala ) , and b. in layers of nerve cells within the forebrain 's outer covering of neocortex .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
bellini	57	Some months ago , Petr Haijeck wrote to me in an email ( and I hope he excuses that I cite it here ) : `` Of course , one could object that young people wishing to learn a craft are to serve for the first time their masters similarly as Tizian had to ground colours for Bellini .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
dengue	17	First of all , Zac , I want to tell you that I am so excited about Dengue Fever scoring The Lost World in collaboration with the San Francisco Film Society .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
table	0	Table cells can be formatted using format strings , or by directly inserting HTML as cell values .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
shower	7	Her church group has planned an adoption shower .	a party of friends assembled to present gifts (usually of a specified kind) to a person	0	['party']
ceiling	6	The dining room had an ornate ceiling	an upper limit on what is allowed	0	['control']
vow	11	The old hermit , up in the mountains , took a vow of silence .	a solemn pledge (to oneself or to another or to a deity) to do something or to behave in a certain manner	0	['assurance', 'pledge']
hair	3	he combed his hair	a covering for the body (or parts of it) consisting of a dense growth of threadlike structures (as on the human head); helps to prevent heat loss	0	['body_covering']
resolution	4	it was his unshakeable resolution to finish the work	a decision to do something or to behave in a certain manner	0	['decision', 'determination', 'conclusion']
trust	4	the experience destroyed his trust and personal dignity	certainty based on past experience	0	['certainty']
shock	4	he was numb with shock	a pile of sheaves of grain set on end in a field to dry; stalks of Indian corn set up in a field	0	['pile', 'heap', 'mound', 'agglomerate', 'cumulation', 'cumulus']
manhattan	28	In a loud room of quiet Whistlers behind the Wilde Gray gentleman sits the 221210 . `` Their interpretation of the clues sends them to Studio 54 in Manhattan ; Doctor Venture and Billy promptly take off . Brock begins to search for the second recording cylinder .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
manhattan	4	Looking at Hassam 's Manhattan 's Misty Sunset , you do n't see the people but you can feel them there , sharing in the beauty of the moment from the windows of their dwellings -- a community .	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
writing	7	he turned the paper over so the writing would n't show	letters or symbols that are written or imprinted on a surface to represent the sounds or words of a language	0	['written_communication', 'written_language', 'black_and_white']
leakiness	1	the leakiness of the roof	the condition of permitting leaks or leakage	0	['condition', 'status']
americano	5	i 've never had an americano though , so i 'll have to give it a try ( with a slice of orange ) the next time i 'm out !	The Americano is an iba official cocktail composed of Campari, sweet vermouth, and for the sparkling version, club soda. The cocktail was first served in creator Gaspare Campari's bar, Caffè Campari, in the 1860s. It was originally known as the "Milano-Torino" because of its ingredients: Campari, the bitter liqueur, is from Milan (Milano) and Punt e Mes, the vermouth, is from Turin (Torino).	2	['cocktail']
amygdala	15	Now if the person does n't realize what he said was wrong , once his amygdala has quieted down then yes , maybe they are racist or sexist , but do not hold them to their words in the heat of the moment .	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
presidency	13	After many years as a party leader , she finally ascended to the presidency .	the office and function of president	0	['position', 'post', 'berth', 'office', 'spot', 'billet', 'place', 'situation']
loop	6	he 's no longer in the loop	anything with a round or oval shape (formed by a curve that is closed and does not intersect itself)	0	['simple_closed_curve', 'Jordan_curve']
delirium	8	Also called `` acute confusional state , '' delirium usually starts suddenly and can be frightening for the person experiencing it as well as for those around them .	A disorder characterized by confusion; inattentiveness; disorientation; illusions; hallucinations; agitation; and in some instances autonomic nervous system overactivity. It may result from toxic/metabolic conditions or structural brain lesions. (From Adams et al., Principles of Neurology, 6th ed, pp411-2)	1	['neurocognitive_disorder', 'confusion']
grasshopper	26	Thompson walks in and takes a seat at the bar . He orders a beer and four or five cocktails , including , remarkably , a Grasshopper . I mean , c'mon , who orders a Grasshopper anyway ?	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
pop	3	Listen to the pop of a champagne cork .	music of general appeal to teenagers; a bland watered-down version of rock'n'roll with more rhythm and harmony and an emphasis on romantic love	0	['popular_music', 'popular_music_genre']
high	5	I 'm on a permanent high these days	a lofty level or position or degree	0	['degree', 'grade', 'level']
game	5	he is serving for the game	a single play of a sport or other contest	0	['contest', 'competition']
remainder	3	17 leaves a remainder of 2 when divided by 3 .	the part of the dividend that is left over when the dividend is not evenly divisible by the divisor	0	['number']
second	5	he came in a close second	a 60th part of a minute of arc	0	['angular_unit']
image	2	a public image is as fragile as Humpty Dumpty	a visual representation (of an object or scene or person or abstraction) produced on a surface	0	['representation']
grasshopper	19	Unabashed consumption of breakfast cupcakes -- a sight to warm my heart . These cupcakes are based on the Grasshopper cocktail , which my parents drank when I was little , like when I was 4 and 5 years old . I remember these , even as a very young kid .	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
amnesia	12	In the cabin , Cranky researches a cure for Donkey Kong 's amnesia and finds it in one of his books , but then dashes off before telling it to Diddy and Funky .	Pathologic partial or complete loss of the ability to recall past experiences (amnesia, retrograde) or to form new memories (amnesia, anterograde). This condition may be of organic or psychologic origin. Organic forms of amnesia are usually associated with dysfunction of the diencephalon or hippocampus.	1	['neurocognitive_disorder', 'memory_disorder']
popularity	5	This gallant laboring to avoid popularity falls into a habit of affectation . — Ben Jonson .	the quality of being widely admired or accepted or sought after	0	['quality']
movement	6	politicians have to respect a mass movement	a major self-contained part of a symphony or sonata	0	['musical_composition', 'opus', 'composition', 'piece', 'piece_of_music']
vesper	36	The ingredient with no mirror image is the bitters in a Manhattan . Of course , as I discussed in my martini post , some versions of the martini , especially those striving to re-create the Vesper , do use bitters . This is not standard , though .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
corona	20	Carleson measures were introduced by Lennart Carleson in 1962 to solve an interpolation problem about bounded holomorphic function called the corona problem .	A viral disorder characterized by high fever; cough; dyspnea; renal dysfunction and other symptoms of a viral pneumonia. A coronavirus sars-CoV-2 in the genus betacoronavirus is the suspected agent.	1	['pneumonia', 'viral_pneumonia', 'coronavirus_infection']
bellini	37	Deeply imaginative as it is , this effect is also perfectly true , as anyone who has visited the walled towns of the Veneto will remember , and it is clearly the result of impassioned observation . Bellini 's landscapes are the supreme instance of facts transfigured through love . Few artists have been capable of such universal love , which embraces every twig , every stone , the humblest detail as well as the most grandiose perspective , and can only be attained by a profound humility .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
daemon	17	Is there any ( La ) TeX distribution for Windows that is capable of running as a daemon ?	In multitasking computer operating systems, a daemon is a computer program that runs as a background process, rather than being under the direct control of an interactive user.	3	['computer_program']
derivative	1	The derivative of f : f(x ) = x^2 is f':f'(x ) = 2x	(linguistics) a word that is derived from another word	0	['word']
running	5	he has responsibility for the running of two companies at the same time	the state of being in operation	0	['operation']
bond	3	a $ 10,000 bond was furnished by an alderman	an electrical force linking atoms	0	['attraction', 'attractive_force']
opinion	10	Truth , in matters of religion , is simply the opinion that has survived . - Oscar Wilde	a personal belief or judgment that is not founded on proof or certainty	0	['belief']
shift	1	In Shift , Driver Profile is a real-time tracker of your evolution as a racer . Are you aggressive or precise ? The badges you earn , combined with your success rate and profile points all combine to give a full driving experience both solo and online .	The shift key is a modifier key on a keyboard, used to type capital letters and other alternate "upper" characters.	3	['key', 'keyboard_key']
table	0	Table water need n't be of natural origin .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
enterprise	3	A micro - enterprise is defined as a business having 5 or fewer employees and a low seed capital .	an organization created for business ventures	0	['organization', 'organisation']
class	9	Save time by copying topics and assignments from one class to another .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
blade	1	a blade of lint on his suit	a dashing young man	0	['young_person', 'youth', 'younker', 'spring_chicken']
manhattan	14	Settle down , Beavis . Have a Manhasset , which is essentially a perfect Manhattan with lemon , or try a crisp white wine from a North Fork vineyard . If you 're feeling industrious , tinker with the old Belmont breeze recipe until it yields something worthy of the name `` Redefined Trash Can Punch . ''	A Manhattan is a cocktail made with whiskey, sweet vermouth, and bitters. Commonly used whiskeys include rye (the traditional choice), Canadian whisky (simply called Rye in Canada), bourbon, blended whiskey and Tennessee whiskey. The cocktail is often stirred with ice and strained into a cocktail glass, where it is garnished with a Maraschino cherry with a stem. A Manhattan is also frequently served on the rocks in an Old Fashioned glass (lowball glass).	2	['cocktail']
audience	3	someone in the audience began to cough	a gathering of spectators or listeners at a (usually public) performance	0	['gathering', 'assemblage']
mimosa	14	One should use caution when handling seedlings because the plant dislikes root disturbance . Mimosa may be difficult to grow and is sensitive to over watering .	A Mimosa is a cocktail-like drink composed of one part champagne and one part thoroughly chilled citrus fruit juice, usually orange juice unless otherwise specified (e.g. , "grapefruit mimosa"). It is traditionally served in a tall champagne flute with a morning brunch as hair of the dog or to guests at weddings. It is probably named after the yellow flowers of Acacia dealbata. A Buck's Fizz is a similar cocktail, but with twice as much orange juice as champagne.	2	['cocktail']
step	5	he paused on the bottom step	any maneuver made as part of progress toward a goal	0	['maneuver', 'manoeuvre', 'tactical_maneuver', 'tactical_manoeuvre']
gradient	2	Use this gradient type to blend colors from one point to another point in a circular pattern .	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
dengue	20	Polymorphisms in the genes for the vitamin D receptor and FcgR seem to offer protection against severe disease in secondary dengue infection .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
class	3	There is a class of persons who retired before 1986 who do not get any pension .	In object-oriented programming, a class is an extensible program-code-template for creating objects, providing initial values for state (member variables) and implementations of behavior (member functions or methods).	3	['complex_data_type']
top	2	at the top of his profession	the highest level or degree attainable; the highest stage of development	0	['degree', 'level', 'stage', 'point']
snap	4	he can hear the snap of a twig	a spell of cold weather	0	['while', 'piece', 'spell', 'patch']
table	6	It is easy to turn the tables against your rival .	A table is an arrangement of data in rows and columns, or possibly in a more complex structure.	3	['data_structure']
commitment	5	a man of energy and commitment	an engagement by contract involving financial obligation	0	['engagement', 'participation', 'involvement', 'involution']
gradient	9	To have a multi-stop ( more than 2 ) gradient , you can add stops like this	In vector calculus, the gradient of a scalar-valued differentiable function f of several variables, is the vector field, or more simply a vector-valued function, whose value at a point p is the vector whose components are the partial derivatives of f at p.	3	['mathematical_operator']
performance	5	we congratulated him on his performance at the rehearsal	the act of presenting a play or a piece of music or other entertainment	0	['presentation', 'presentment', 'demonstration']
spike	5	the seismograph showed a sharp spike in response to the temblor	each of the sharp points on the soles of athletic shoes to prevent slipping (or the shoes themselves)	0	['point']
leak	1	The leak gained on the ship 's pumps .	a euphemism for urination	0	['micturition', 'urination']
grasshopper	6	Anyways , since we 're on Grasshopper , following are just a few of the photos I took during my interview with Grasshopper last month when they came to promote the concert .	A grasshopper is a sweet, mint-flavored, after-dinner drink. The name of the drink is derived from its green color, which is provided by the crème de menthe. The drink reputedly originated at Tujague's, a landmark bar in the French Quarter of New Orleans, Louisiana, and gained popularity during the 1950s and 1960s throughout the American South.	2	['cocktail']
suit	5	in bridge you must follow suit	playing card in any of four sets of 13 cards in a pack; each set has its own symbol and color	0	['playing_card']
corona	6	Over the span of 8 years Corona has evolved into a mature , battle-tested framework .	A viral disorder characterized by high fever; cough; dyspnea; renal dysfunction and other symptoms of a viral pneumonia. A coronavirus sars-CoV-2 in the genus betacoronavirus is the suspected agent.	1	['pneumonia', 'viral_pneumonia', 'coronavirus_infection']
python	7	The present paper compares the recently studied pythons with those examined 20 years ago , and uses the combined dataset to assess the ecological sustainability .	Python is an interpreted, high-level, general-purpose programming language	3	['object_oriented_programming_language']
hour	1	The hour grows late and I must go home .	clock time	0	['clock_time', 'time']
defeat	4	it was a narrow defeat	an unsuccessful ending to a struggle or contest	0	['ending', 'conclusion', 'finish']
vesper	10	Wow ! I would also highly suggest it in your vesper as well . Perfect G & T for me : tall glass , Rim slice of lemon or lime around glass , muddle lightly .	The Vesper or Vesper Martini is a cocktail that was originally made of gin, vodka, and Kina Lillet.	2	['cocktail']
planting	6	the landscape architect suggested a small planting in the northwest corner	the act of fixing firmly in place	0	['placement', 'location', 'locating', 'position', 'positioning', 'emplacement']
effect	2	the magnetic effect was greater when the rod was lengthwise	a phenomenon that follows and is caused by some previous phenomenon	0	['phenomenon']
kettle	4	There 's a hot kettle of soup on the stove .	a metal pot for stewing or boiling; usually has a lid	0	['pot']
definition	1	The definition of a telescope .	clarity of outline	0	['distinctness', 'sharpness']
round	3	we enjoyed our round of the local bars	a regular route for a sentry or policeman	0	['path', 'route', 'itinerary']
homer	5	The first baseman hit a homer to lead off the ninth .	pigeon trained to return home	0	['domestic_pigeon']
dengue	9	Although considerable efforts have been made to strengthen national dengue prevention and control programs since the endorsement of WHO 's Dengue Strategic Plan for the Asia Pacific Region ( 2008-2015 ) , countries need to keep pace with the rapidly changing incidence and distribution of the disease , WHO said .	An acute febrile disease transmitted by the bite of aedes mosquitoes infected with dengue virus. It is self-limiting and characterized by fever, myalgia, headache, and rash. severe dengue is a more virulent form of dengue.	1	['flavivirus_infection', 'hemorrhagic_fever', 'viral_hemorrhagic_fever', 'arbovirus_infection']
quest	1	a quest for diamonds	a search for an alternative that meets cognitive criteria	0	['search']
penetration	1	the penetration of upper management by women	the act of entering into or through something	0	['entrance', 'entering', 'entry', 'ingress', 'incoming']
despair	4	they were rescued from despair at the last minute	a state in which all hope is lost or absent	0	['condition', 'status']
spot	3	an eight - spot	a section of an entertainment that is assigned to a specific performer or performance	0	['section', 'subdivision']
failure	3	the mechanic 's failure to check the brakes	an unexpected omission	0	['omission', 'skip']
amygdala	37	Actually your conscious/logical mind says you can still do that , but your body `` involuntary '' refused to cooperate due to your subconscious/illogical mind ordered it to do so because of some fear conditioning programmed in Amygdala !	Almond-shaped group of basal nuclei anterior to the inferior horn of the lateral ventricle of the temporal lobe. The amygdala is part of the limbic system.	1	['basal_ganglia', 'limbic_system']
bellini	27	I tipped him well , needless to say . Since fresh peaches are currently abundant , I decided it was time to whip up a batch of Bellinis to enjoy in the hot summer heat .	A Bellini cocktail is a mixture of Prosecco sparkling wine and peach purée. Originating in Venice, it is one of Italy's most popular long drinks.	2	['cocktail']
iris	10	Heterochromia is a difference in coloration , usually of the iris but can also be of hair .	The most anterior portion of the uveal layer, separating the anterior chamber from the posterior. It consists of two layers - the stroma and the pigmented epithelium. Color of the iris depends on the amount of melanin in the stroma on reflection from the pigmented epithelium.	1	['uvea', 'anterior_eye_segment']
